Does Health Canada provide documentation of known sources of <NC> fluoride <NC> exposure in foods and beverages?If not, why not?	Santé Canada fournit-il des documents sur les sources connues d'<NC> exposition au fluorure dans les aliments et les boissons?Sinon, pourquoi?
provide guidance for health researchers in the design and conduct of health research involving personal information;	guider les chercheurs en santé dans la conception et le déroulement des études nécessitant des renseignements personnels;
Those children who are not immunized may include those with certain health conditions and therefore cannot be immunized, or their parents have refused <NC> vaccines for other reasons.	Les enfants qui ne sont pas vaccinés peuvent être ceux qui présentent certaines affections et qui ne peuvent pas être vaccinés, de même que ceux dont les parents ont refusé les <NC> vaccins pour d'autres raisons.
Taking the medication during pregnancy or breastfeeding causes harm and damage to the health of the fetus (baby);	Prendre le médicament pendant la grossesse ou l'allaitement est nocif et préjudiciable à la santé du fœtus (bébé);
Health and safety strategies as well as professional-risk prevention plans are defined at the national level.	Altran définit des politiques en matière de santé et de sécurité et des plans de prévention des risques professionnels au niveau national.
Representatives of the Department, as well as Environmental Health Officers from Health Canada, also visited communities to ensure that citizens received the immediate support they needed during this difficult time.	Des représentants du Ministère, ainsi que des agents d'hygiène du milieu de Santé Canada, se sont également rendus dans les collectivités pour vérifier que les citoyens recevaient l'appui immédiat dont ils avaient besoin en cette période difficile.
Does the Public Health Agency of Canada keep track of cases of salmonellosis across the country?	L'Agence de la santé publique du Canada surveille-t-elle l'évolution des cas de salmonellose à l'échelle du pays?
The same applies to other treatments that have been suggested and which we mentioned in the recommendations for parents, teachers and health professionals.	Cela s'applique également aux autres traitements suggérés, que nous mentionnons dans les recommandations aux parents, aux enseignants et aux professionnels de la santé.
Family members admitted on a temporary basis must be provided with basic rights, including to work, to study, and to health care.	Il est essentiel que les membres de la famille admis sur une base temporaire bénéficient des droits fondamentaux, y compris le droit de travailler et d'étudier, et l'accès aux soins de santé.
Studies in healthy men have shown that clorazenate has depressant effects on the central nervous system.	Des études chez des hommes sains ont montré que clorazenate a des effets dépresseurs sur le système nerveux central.
Science: Evidence produced by the Public Health Agency Federal Public Health Action	Science: données probantes produites par l’ASPC Intervention fédérale en matière de santé publique
There were no significant differences in the rates of mental health disorders between youth with FASD and controls.	Il n'y avait pas de différence significative dans les taux de troubles de santé mentale entre les jeunes atteints de l’ETCAF et ceux des groupes de contrôle.
In addition, the other levels of government and individual health care institutions have written emergency response plans to meet their particular needs.	En plus de ce plan, les autres ordres de gouvernement et des établissements de santé ont créé leurs propres plans d'intervention d'urgence pour satisfaire à leurs besoins particuliers.
Treat yourself by SPA-procedures to improve health in centers of Chinese traditional <NC> medicine.	Offrez-vous par SPA-procédures pour améliorer la santé dans les centres de médecine traditionnelle chinoise.
The <NPP> WHO is the only international organization that has universal political legitimacy on global health issues,â she said.	Â«Lâ <NPP> OMS est la seule organisation internationale qui ait une légitimité politique universelle pour les questions de santé Ã lâ échelle mondiale», a-t-elle déclaré.
But how many people are there who, although apparently in good health, are nevertheless at high risk of developing chronic <NC> illnesses?	Alors, quid des personnes, apparemment en bonne santé, mais qui présentent des risques élevés de développer des <NC> maladies chroniques ?
After working as an occupational therapist in the field of mental health for six years, Sylvie is returning to school to get a Master's and redirect her career toward social work.	Après avoir travaillé en tant quâ ergothérapeute dans le domaine de la santé mentale pendant six ans, Sylvie retourne aux études pour obtenir une maîtrise et réorienter sa carrière vers le travail social.
Our goal is to offer a personalized and high quality health care within the specialist pet sector.	Notre objectif est d'offrir un soin de santé personnalisés et de haute qualité dans le secteur des animaux de compagnie spécialiste .
Lee joined Fraser Health in 2010 as a Medical Health Officer and has served as the Executive Medical Director for Population and Public Health since 2012.	La Dre Lee est entrée au service de la région de santé Fraser en 2010 à titre de médecin-hygiéniste en chef et est directrice médicale générale pour la population et la santé publique depuis 2012.
National <NC> influenza surveillance is coordinated through the Centre for Immunization and Respiratory Infectious Diseases (CIRID) at the Public Health Agency of Canada (the Agency).	Le Centre de l'immunisation et des maladies respiratoires infectieuses (CIMRI) de l'Agence de la santé publique du Canada (l'Agence) coordonne la surveillance nationale de la <NC> grippe.
The Healthy Communities Program aims to improve the community capacity to contribute to better health outcomes for Canada's population, including those who are vulnerable and at-risk.	Le Programme des communautés en santé vise à améliorer la capacité des communautés à améliorer la santé de la population canadienne, notamment les populations vulnérables et à risque.
These projects generated evidence that governments, <NC> health <ET> care <ADJ> providers, researchers and others can use in making informed decisions leading to a more integrated health care system.	Ces projets ont produit des données probantes que les gouvernements, les dispensateurs de soins de santé, les chercheurs et autres pourront utiliser pour prendre des décisions éclairées menant à un système de santé mieux intégré.
he Intel Health Guide requires service if it has been damaged in any way, such as the following:	Intel® Health Guide doit subir une visite d'entretien s'il a été endommagé d'une manière quelconque, notamment dans les conditions suivantes :
See also: Care of the Mouth What your health care team can do The health care team will sometimes find problems that may be contributing to loss of appetite.These are problems that the health care team may want to treat: constipation blockage of the bowels side effects of <NC> medicines chemical imbalanc	Au nombre des problèmes que l'équipe de soins de santé voudrait possiblement traiter, mentionnons : la constipation l'obstruction intestinale les effets secondaires de <NC> médicaments les déséquilibres chimiques sanguins comme un taux élevé de calcium Les <NC> médicaments L'équipe de soins de santé pourrait 
Talk to your <NC> health <ET> care <ADJ> provider (for example, doctor, dentist, nurse, pharmacist, psychologist, or smoking counsellor).	Consultez votre dispensateur de soins de santé (par exemple médecin, dentiste, infirmière, pharmacien, psychologue ou conseiller anti-tabac).
It has launched an anti-smoking campaign and has included measures to protect young people's health in its education and safety at work policies.	Aussi a-t-elle lancé une campagne de lutte contre le tabagisme et intégré des mesures de protection de la santé des jeunes dans les politiques qu'elle mène en matière d'éducation et de sécurité au travail.
To ensure that the new Public Health Agency is able to take its place among the best public health agencies in the world, key international partners such as the <ET> World Health Organization, the Pan American Health Organization, the U.S. Centers for Disease Control and Prevention, and the Health Protec	Pour faire en sorte que la nouvelle agence de la santé publique soit l'une des meilleures au monde, des partenaires étrangers seront consultés au cours de son établissement. Parmi ceux-ci figurent l'Organisation mondiale de la santé, l'Organisation panaméricaine de la santé, les Centers for Disease 
The Department takes its role of ensuring public trust seriously, especially as it supports the development and implementation of electronic <NC> health services for the public.	Le Ministère prend au sérieux son rôle d'assurer la confiance du public, surtout parce qu'il favorise la création et la mise en place de <NC> services <P> de <NC> santé électroniques offerts au public.
We can sometimes improve the health system by making it more efficient and accountable while enhancing quality of care, without necessarily using additional resources.	Nous pouvons parfois améliorer le système de santé en le rendant plus efficace et plus responsable tout en améliorant la qualité des soins, sans plus de ressources.
The project proposed that small but strategic investments in health infrastructure could save lives.	Le projet se fondait sur l’hypothèse selon laquelle des investissements modestes, mais stratégiques, dans l’infrastructure de la santé pouvaient sauver des vies.
Local Health Integration Network based Care Connectors, who are nurses located in a local Community Care Access Centre, will work to connect patients with an available provider in their community, starting with those most in need.	Les personnes-ressources pour les soins des réseaux locaux d'intégration des services de santé, qui sont des infirmières et des infirmiers situés dans un centre d'accès aux soins communautaires local, travailleront afin de mettre les patients en communication avec un fournisseur disponible dans leur
But enormous congestion of Lenin work began to affect on his health.	Mais la surcharge énorme de Lénine par le travail a commencé à se faire sentir sur sa santé.
'Apart from the very bad detention conditions of the two journalists, we are very worried about their health.	Outre les conditions de détention très mauvaises des deux journalistes, nous sommes très inquiets pour leur santé.
Human happiness, and certainly human fertility, are not as important as a savage and healthy planet.	Le bonheur humain, et certainement la fertilité humaine, ne sont pas aussi importants qu'une planète sauvage et en bonne santé.
In South Sudan, basic social services such as health and education are limited and there is a lack of safe water, electricity, hospitals and infrastructure.	« Au Soudan du Sud, les services sociaux fondamentaux comme la santé et l’enseignement sont limités. Il y règne une pénurie d’eau, d’électricité, d’hôpitaux et d’infrastructures.
Each chapter ends with some tips or exercises that may help you to solve problems and to stay mentally and physically healthy.	Il se termine par quelques conseils ou exercices qui vous aideront à résoudre certains problèmes et à conserver votre équilibre physique et mental.
Good mental health helps people realize their full potential, contributes to strong communities and helps support a more productive economy.	Une bonne santé mentale permet aux personnes de réaliser leur plein potentiel, contribue au dynamisme des collectivités et favorise l'émergence d'une économie plus productive.
In addition, extended health care coverage grew to almost 25 million Canadians, covering 80% of working Canadians and their families.	En outre, le nombre de Canadiens couverts par une assurance maladie complémentaire a atteint près de 25 millions, ce qui correspond à 80 % des travailleurs canadiens et leurs familles.
They are also expected to examine social, ethical and legal issues related to health research.	On s'attend aussi d'eux qu'ils examinent les questions sociales, éthiques et juridiques qui se rapportent à la recherche en santé.
As a result, NRL allergy is a major worldwide medical, occupational health, public health and regulatory problem, with the number of cases having increased dramatically since the mid-1980s.	C’est pourquoi l’allergie au LCN pose dans le monde entier un grave problème tant sur le plan médical que sur celui de la santé publique et professionnelle et de la réglementation, le nombre de cas ayant considérablement augmenté depuis le milieu des années quatre-vingt.
Located in Conferences / «Getting the most health from resources»	Rattaché à Conférences / «La meilleure santé possible avec l'argent disponible» Organisation
The state Department of Health is accepting applications from non-profit businesses that want to produce and distribute medical cannabis to certified patients in New Mexico.	Le Département de la Santé du Nouveau-Mexique accepte désormais les demandes d’organisations à but non lucratif qui veulent produire et distribuer du cannabis aux patients autorisés.
Recent out breaks of bubonic <NC> plague in India, ebola <NC> virus in Africa, and drug resistant tuberculosis in the United States are causing the world to re think in public health policies.	Les récentes éruptions de <NC> peste bubonique en Inde, du <NC> virus ébola en Afrique, et d'une variété rebelle de tuberculose en Amérique obligent le monde à repenser les politiques de santé publique.
Occupational Health and Safety Act X-Ray Safety (Regulation 861)	Loi sur la santé et la sé curité au travail  X-RAY SAFETY" (Regulation 861) (anglais seulement)
Each day I feed myself with the four basic foods that are essential for a good health:	Chaque jour je me nourris avec les quatre nourritures de base qui sont essentielles pour une bonne santé:
These results will lead to a genetics-guided clinical study in patients with the appropriate genetic background to allow review by health regulatory agencies and to provide personalized therapy with dalcetrapib.	Ces résultats vont mener à une étude clinique guidée par la génétique chez les patients avec le profil approprié, pour permettre la revue des données par les agences réglementaires de santé et pour fournir une thérapie personnalisée avec le dalcetrapib.
So why would healthcare organizations choose to run their high-end clinical applications on aging infrastructure?	» Alors, pourquoi les organisations de soins de santé choisiraient-elles d'installer leurs applications cliniques de pointe sur de vieilles infrastructures?
Health Canada, the Canadian Paediatric Society and Dietitians of Canada do not endorse the use of any homemade infant formulas.	Santé Canada, la Société canadienne de pédiatrie et Les diététistes du Canada n'appuient l'utilisation d'aucune préparation maison pour nourrissons.
And don't forget, what will most help you maintain a balanced PH level and a general good health is to drink a lot of fresh water, eat healthy foods, go outside, move and laugh…!	Sans oublier surtout ce qui vous aidera à conserver un organisme au PH équilibré et une bonne santé : boire beaucoup d'eau, manger sainement, s'oxygéner, bouger et rire...!
Motorbikes, tents, communications equipment and <ADJ> personal protective <ET> equipment will be also be provided for eight border crossings, which will allow immigration as well as health workers to operate at the border.	Des motos, des tentes, du matériel de communication et de protection seront également acheminés vers huit points de passage frontaliers, afin de permettre l'immigration et les opérations des travailleurs sanitaires à la frontière.
Objectives: Countries around the world are expending significant resources to improve air quality, in part, to improve the health of their citizens.	Objectfs: Un peu partout dans le monde, des pays consacrent d'importantes ressources en vue d'améliorer la qualité de l'air, en partie pour améliorer la santé de leurs citoyens.
Finally, Vivere Canada informs the public as well as health and political authorities about the three types of adoption for Canadian newborns.	Enfin, Adoption Vivere sensibilise la population et les instances sanitaires et politiques concernant les trois possibilités d'adoption pour les nouveau-nés canadiens.
These messages were delivered clearly in August 1996 by the 300 participants at the bi-national Forum on Women's Health, which was co-hosted by Health Canada and the U.S. Department of Health and Human Services.	Ce message a été clairement transmis en août 1996 par les trois cents participants et participantes au Forum du Canada et des États-Unis sur la santé des femmes, coparrainé par Santé Canada et le U.S. Department of Health and Human Services.
Zambian health journalism under attack - SciDev.Net Sub-Saharan Africa	Le journalisme médical zambien sous le feu des critiques - SciDev.Net Afrique Sub-Saharienne
Special packages for a day, a weekend or several days are individually tailored, their aim being to create a feeling of relaxation and to deal with individual aesthetic and health problems.	Les forfaits à la journée, week-end ou sur plusieurs jours sont entièrement personnalisés et sont conçus pour apporter détente et solutions à certains problèmes d’esthétiques et de santé.
As a leading academic health sciences centre in Canada, The Ottawa Hospital is one of the largest teaching hospitals in Canada, with specialty centres for cancer, heart, kidney and vision care and in rehabilitation services.	L'un des plus importants hôpitaux d'enseignement au Canada et chef de file parmi les centres universitaires des sciences de la santé, L'Hôpital d'Ottawa compte des centres spécialisés en cancérologie, en cardiologie, en néphrologie, en soins de la vue et en réadaptation.
The main functions of LHINs are to plan, fund and integrate their local health systems.	Les fonctions principales des RLISS consistent à planifier, à financer et à intégrer leurs systèmes de santé locaux.
This document is also replaced by the revised guidance document titled Pathway for licensing natural health products used as traditional <NC> medicines, version 1.0.	Ce document est également remplacé par le document de référence révisé suivant: Cheminement des demandes de licence de mise en marché des produits de santé naturels utilisés comme remèdes traditionnels, version1.0.
A service from the Canadian Centre for Occupational Health and Safety Home ILO Encyclopaedia CISILO Database Help	Un service offert par le Centre canadien d'hygiène et de sécurité au travail CCHST Accueil Encyclopédie du BIT Base de données CISILO Aide
Under this proposal, the LHINs would govern the delivery of home and community care, assume additional responsibility for primary care, and have new linkages with public health.	En vertu de cette proposition, les RLISS régiraient la prestation des soins à domicile et en milieu communautaire, assumeraient une responsabilité accrue à l'égard des soins primaires et auraient de nouveaux liens avec les services de santé publique.
Canada needs to do the same or we will lose the advantages that our excellent cadre of researchers, strong clinical research base and unique health care system offers.	Le Canada doit faire la même chose, sinon nous perdrons les avantages qu'offrent notre excellent effectif de chercheurs, notre solide base en recherche clinique et notre système de soins de santé unique.
Health & Community Matrox encourages all employees to actively participate in activities that help improve the lives of others and to give generously to those in the greatest need.	Santé et communauté Matrox encourage les employés à participer aux activités qui permettent d'améliorer le sort d'autrui et à donner généreusement aux plus démunis.
I look forward to continuing to work with all of our health care partners, including Ambulance New Brunswick, in building a sustainable health-care system.”	Je me réjouis à l’idée de poursuivre ma collaboration avec tous nos partenaires du secteur de la santé, y compris Ambulance Nouveau-Brunswick, en vue de développer un système de soins de santé viable. »
Sleep disordered <NC> breathing is associated with reduced quality of life, decreased cardiovascular health and increased health care utilization, transportation accidents and mortality.	Les troubles respiratoires du sommeil sont associés à une diminution de la qualité de vie, à une piètre santé cardiovasculaire, à une augmentation du besoin de soins de santé, ainsi qu'à des accidents de la route et à la mortalité.
The US National Children's Study is the world's largest longitudinal birth cohort study on children's health and the environment, following 100,000 children from the womb to adulthood.	La US National Children's Study est la plus importante étude de cohorte longitudinale au monde sur la santé des enfants et l'environnement.
Global Strategy provides strategic and tactical business development consulting services focused on the health and nutrition industry.	Global Strategy offre des services de conseil stratégiques et tactiques pour le développement d'affaires concernant l'industrie de la santé et de la nutrition.
The 94 french department is known for being home to many quality healthcare facilities (as the CHU Henri-Modor) and its commitment to cinema.	Le 94 est réputé pour abriter de nombreux établissements de santé de qualité (CHU Henri-Modor par exemple) et pour son attachement du cinéma.
By comparing smog levels with regulatory limits, authorities can make decisions about how they should respond to protect public health and environmental quality.	En comparant les niveaux de smog aux limites réglementaires, les autorités peuvent prendre des décisions sur la façon de réagir pour protéger la santé de la population et la qualité de l'environnement.
Public Health Agency of Canada. F/P/T contact information for AEFI-related questions [updated 2012 Jul 30].	Agence de la santé publique du Canada. F/P/T Renseignements des personnes contact pour les questions liées aux effets secondaires suivant l'immunisation. [consulté le 30 juillet 2012].
Finding very acute problems in the community we tried to take care of them in a priority order: health, education, emergency material support, relational and communication support.	Les problèmes de cette communauté étaient graves et devaient se résoudrent dans un ordre de priorités : santé, éducation, soutien matériel d’urgence et soutien relationnel.
The National Collaborating Centre for Healthy Public Policy (NCCHPP) is one of Canada's six National Collaborating Centres for Public Health, or NCCs.	Le Centre de collaboration nationale sur les politiques publiques et la santé (CCNPPS) est l'un des six Centres de collaboration nationale en santé publique (CCN).
And we also know that, nowadays, the future of a young person without a high school diploma is far from assured, on the economic, social and mental health levels.	On sait aujourd'hui que sans un diplôme d'études secondaires, l'avenir de ces jeunes sur les plans économique, social et mental est loin d'être assuré.
The goal is to flip the gap: currently only 10 percent of people with mental health conditions have access to treatment and care; we want to reverse this so that 90 percent have access to high-quality, evidence-based treatment and care instead.	L’objectif visé est de renverser l’écart : actuellement, seulement 10 % des personnes ayant des problèmes de santé mentale ont accès à un traitement et à des soins. Nous voulons inverser ce rapport, de sorte que 90 % aient accès à un traitement et à des soins de haute qualité reposant sur des donnée
This Referral procedure relates to a request for Arbritation concerning a type II variation for a new indication in the “ reduction of risk of cardiovascular events in patients with stable coronary artery disease” .	La présente procédure de saisine est en relation avec une demande d’ arbitrage concernant une modification de type II pour une nouvelle indication « réduction du risque d’ accidents cardiovasculaires chez des patients souffrant d’ une maladie coronaire stable » .
She intends to co‑operate so that these people can improve their conditions of life and enjoy protection for their lives and health.	Elle veut collaborer pour que ces personnes puissent bénéficier d'une amélioration de leurs conditions de vie et jouir d'une protection pour leur vie et leur santé.
In light of the Doha Declaration on TRIPS and Public Health, the provisions related to the scope and use of patents and the protection of undisclosed information would be implemented by January 2016.	Compte tenu de la Déclaration de Doha sur les ADPIC et la santé publique, les dispositions relatives à la portée et à l'utilisation des brevets et à la protection des renseignements non divulgués seront mises en œuvre d'ici à janvier 2016.
⟵ Social support and health behavior: How to move from well-intentioned to skilled support	⟵ Soutien social et comportement en matière de santé: comment passer d’un soutien bien intentionné à un soutien qualifié
Fruits and vegetables contain a range of vitamins and nutrients your body needs to stay healthy.	Ils contiennent en effet beaucoup de vitamines et de nutriments dont votre corps a besoin pour rester en bonne santé.
On January 17, 2017, Health Canada approved the use and sale of a point-of-care hepatitis C antibody test. It is called the OraQuick H<NC> CV Rapid Antibody Test and is produced by Orasure Technologies.	Le 17 janvier 2017, Santé Canada a approuvé la vente et l'utilisation d'un test de dépistage des anticorps anti-hépatite C aux points de service.Le test porte le nom d'OraQuick H<NC> CV Rapid Antibody Test et est produit par la compagnie Orasure Technologies.
Ottawa: Canadian Coordinating Office for Health Technology Assessment.	Ottawa: Office canadien de coordination de l'évaluation des technologies de la santé.
Despite great human and economic toll from NCDs, overall prevention spending for the top NCDs - cancer, cardiovascular disease, chronic lung disease and <NC> diabetes - only command about 1 percent of global health funding.	Malgré le lourd tribut humain et économique que représentent les maladies non transmissibles, les dépenses globales de prévention des maladies non transmissibles - cancer, maladies cardiovasculaires, maladies pulmonaires chroniques et <NC> diabète - ne représentent qu'environ 1 % du financement mondial d
As an illustration, healthcare clusters and hubs, whether real or virtual, need digital equipment, particularly for tele<NC> medicine.	Pour illustration,les maisons ou pôles de santé, qu’ilssoient réels ou virtuels, nécessitent des équipements numériques,notamment télémédicaux.
Open Letter from 10 Leading European Public Health, Transparency and Environment NGOs	Lettre ouverte de 10 ONG européennes de santé publique, de transparence et d’environnement
These mechanisms are part of AANDC's ongoing participation in the healing approach with the Innu communities and Health Canada.	Ces mécanismes font partie de la participation continue d'AADNC à l'approche de guérison en collaboration avec les collectivités innues et Santé Canada.
Steven recently advised the <ET> World Health Organization on development of a global strategy for health systems research and was lead author on the background paper that provided the strategy's conceptual underpinnings.	Dernièrement, il a conseillé l'OMS sur l'élaboration d'une stratégie mondiale de recherche sur les systèmes de santé, et il est l'auteur principal du document d'information sur lequel reposent les fondements théoriques de la stratégie.
Technological disruption is transforming every aspect of healthcare: from how patients are diagnosed to how they’re treated.	Les bouleversements technologiques transforment tous les aspects des soins de santé: de la manière dont les patients sont diagnostiqués à la manière dont ils sont traités.
Health Hazard Alert - Tropik Splash brand Lemonade may contain harmful glass fragments	Danger pour la santé - La Limonade de marque Tropik Splash pourrait contenir des éclats de verre dangereux
The effects of these side effects on individuals are various; mainly depend on aspects such as the physical body devices’ capacity to tolerate with this product, basic health and wellness, age, dose, etc	Les impacts de ces effets secondaires sur personnes sont divers; principalement compter sur éléments comme le corps physique systèmes ‘ capacité à endurer avec ce article, base bien-être, l’âge, la dose, etc.
Sarcopenia is associated with a clear increase of health care costs (about $900 extra per older patient/year in the US).	Enfin, la sarcopénie est associée à une augmentation très nette du coût des soins de santé (surcoût d'environ 900 $ par an et par patient âgé sarcopénique aux É.-U.).
A major focus of this youth engagement event was to obtain thoughts and insight from the young people on the core findings of the national report, and in particular the findings pertaining to mental health.	L'atelier avait pour objet de recueillir les réflexions et les idées des jeunes sur les principaux constats du rapport national, notamment en ce qui concerne la santé mentale.
While generally the effects of using the 192 aa somatrem are similar to somatropin treatment, the different molecule can bring about serious health issues.	Même si généralement les effets de l'utilisation de la somatrem sont similaires au traitement de somatropine, la molécule différente peut entraîner de sérieux problèmes de santé.
To the Ministry of Labour and Infrastructure Health and Safety Association: To increase public awareness in the construction industry about the risk and rates of serious injuries and fatalities from the use of nail guns including what to do in the event of a nail gun injury.	À l'intention du ministère du Travail et de l'Infrastructure Health and Safety Association : Sensibiliser davantage le secteur de la construction au sujet des risques et des taux de blessures graves et de décès liés à l'utilisation de cloueuses pneumatiques, y compris ce qu'il faut faire en cas de b
The European Commission estimates one million sharps injuries occur annually in Europe1 – the basis for its safety directive to prevent sharps injuries amongst <NC> healthcare <ADJ> professionals, which is set to become national law in EU member states by May 11, 2013.	D'après les estimations de la Commission Européenne, un million de blessures par objet tranchant surviennent chaque année en Europe1. Sa directive de prévention des blessures par les objets tranchants chez les professionnels de santé, qui doit entrer en vigueur dans les États membres de l'UE d'ici l
This reflects a shared priority among jurisdictions to ensure communities are equipped with the infrastructure they need for economic growth, better public health and safety, and more sustainable municipal operations.	Ceci témoigne de la priorité commune des diverses administrations visant à s'assurer que les collectivités sont dotées des infrastructures dont elles ont besoin pour assurer leur croissance économique, une meilleure santé publique et des activités municipales plus durables.
Nunavut has agreements in place with a number of out-of-territory regional health authorities and specific facilities to provide medical specialists and other visiting health practitioner services.	Le Nunavut a conclu des accords avec un certain nombre d'autorités sanitaires régionales à l'extérieur du territoire et avec des établissements particuliers à l'égard de la prestation de services par des médecins spécialistes et d'autres professionnels de la santé itinérants.
When it comes to helping newcomers with <NPP> HIV access <NPP> HIV treatment, Pharmacy.ca is there to help, regardless of your immigration status and of whether or not you have health insurance.	En ce qui concerne les nouveaux arrivants et l'accès au traitement du <NPP> VI <NC> ##H, Pharmacy.ca est là pour vous aider, sans égard à votre statut à l'égard de l'immigration ou de l'assurance maladie.
The protagonist of today's story is a Health Coordinator in…	Le protagoniste de l'histoire d'aujourd'hui est un coordonnateur de la…
And if you’re not big on coconut flavor, use flax-seed oil for the same healthy attributes.	Si le goût du coco ne vous dit pas, utilisez de l’huile de lin pour les mêmes attributs santé.
9.b Develop a common understanding of the decision-making process during an emergency when public health and public policy issues intersect √	9.b Élaborer une compréhension commune du processus décisionnel durant une urgence lorsque des problèmes de santé publique et de politique publique se recoupent √
At its core, the C.A.R.E. Tool is a conversation starter, both between caregivers and home support professionals, and among health policy officials.	À la base, l'outil sert à amorcer la conversation aussi bien entre les aidants et les professionnels du soutien à domicile qu'entre les responsables des politiques de santé.
Funding for FluWatch is provided by the Public Health Agency of Canada with support from in-kind contributions by FluWatch surveillance partners.	L'Agence de la santé publique du Canada, avec le soutien de contributions en nature par les partenaires du programme de Surveillance de l'influence, fournit le financement pour le programme de Surveillance de l'influenza.
Attention to safety issues, including management of bronchospasm and appropriate facilities and procedures to prevent nosocomial <NC> transmission, should be in place (refer to Chapter15, Prevention and Control of Tuberculosis Transmission in Health Care and Other Settings).	Une attention devrait être portée à la sécurité, notamment la prise en charge du bronchospasme et l'utilisation de locaux et de techniques permettant de prévenir la <NC> transmission nosocomiale (se référer au chapitre15, La prévention et la lutte contre la <NC> transmission de la TB dans les milieux de soins
Considering that we spend most of our time indoors, it's worth paying attention to indoor air quality as it can impact our health.	Et lorsqu'on se souvient que l'on passe de nos jours la plus grande partie de notre temps à l'intérieur, cela mérite la peine de prêter attention à la qualité de notre air intérieur.
Here we would like to introduce you to our contributions to public health, to protection of the environment and to the economy, which are positive side effects of our project.	Ici nous voulons vous présenter nos contributions à la santé publique, à la protection de l'environnement et à l'économie, ce qui présentent des effets positifs de notre projet.
Research The Faculty's research programs contribute to the understanding of the basic mechanisms of health and disease.They develop and evaluate clinical interventions to address health care needs.	Recherche Les programmes de recherche de la Faculté contribueront à la compréhension des mécanismes fondamentaux de la santé et de la maladie; ils viseront à mettre au point et à évaluer des interventions cliniques axées sur les besoins à combler en matière de santé.
He continued his polemical activities, speaking on school questions, French-English relations, temperance, and even health care.	Il poursuivait ses activités de polémiste en traitant de questions éducatives, des relations entre francophones et anglophones, de la tempérance et même de soins médicaux.
‘Arrangement between Switzerland and Italy of 20 December 2005 fixing the special procedures for the reimbursement of health care benefits’;	«L'accord italo-suisse du 20 décembre 2005 fixant les modalités particulières de règlement des créances de soin de santé»;
in BMC Public Health [BMC Public Health] > Vol.	in Revue d'épidémiologie et de santé publique [Rev Epidemiol Sante Publique] > Vol.
